study,year,sse_model,model_no,trait_level_1,trait_level_2,trait_level_3,trait_level_4,trait_level_5,trait_level_6,character_state,putative_ancestral_state,clade,level,order,family,div_inc,sp_inc,ext_inc,no_markers,no_plastid,no_nuclear,no_mito,age,age_inferred,tips,perc_sampling,sampling_per_state,samples_per_state,transition_direction,transition_rate,div_rate
Antonelli_et_al_2015_An_engine_for_global_plant_diversity_Highest_evol.txt,2015,MuSSE,25,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,African Tropics,,Gentianales,Order,Gentianales,Multiple,2,0,0,7,4,3,0,58.8,1,1052,0.09082275749,0.09,273,,,0.1965433699
Antonelli_et_al_2015_An_engine_for_global_plant_diversity_Highest_evol.txt,2015,MuSSE,25,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Asian Tropics,,Gentianales,Order,Gentianales,Multiple,0,0,0,7,4,3,0,58.8,1,1052,0.09082275749,0.06,112,,,0.0095790244
Antonelli_et_al_2015_An_engine_for_global_plant_diversity_Highest_evol.txt,2015,MuSSE,25,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Neotropics,,Gentianales,Order,Gentianales,Multiple,1,1,1,7,4,3,0,58.8,1,1052,0.09082275749,0.07,357,,,0.0573551767
Antonelli_et_al_2015_An_engine_for_global_plant_diversity_Highest_evol.txt,2015,MuSSE,26,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,African Tropics,,Lamiales,Order,Lamiales,Multiple,1,1,1,7,4,3,0,61.4,1,1397,0.09430905286,0.04,94,,,0.0809610669
Antonelli_et_al_2015_An_engine_for_global_plant_diversity_Highest_evol.txt,2015,MuSSE,26,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Asian Tropics,,Lamiales,Order,Lamiales,Multiple,2,0,0,7,4,3,0,61.4,1,1397,0.09430905286,0.05,89,,,0.1330958822
Antonelli_et_al_2015_An_engine_for_global_plant_diversity_Highest_evol.txt,2015,MuSSE,26,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Neotropics,,Lamiales,Order,Lamiales,Multiple,0,2,2,7,4,3,0,61.4,1,1397,0.09430905286,0.04,200,,,0.0350633238
Antonelli_et_al_2015_An_engine_for_global_plant_diversity_Highest_evol.txt,2015,MuSSE,27,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,African Tropics,,Malphigales,Order,Malpighiales,Multiple,0,0,0,7,4,3,0,105.8,1,1219,0.1120198493,0.08,182,,,0.0360680994
Antonelli_et_al_2015_An_engine_for_global_plant_diversity_Highest_evol.txt,2015,MuSSE,27,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Asian Tropics,,Malphigales,Order,Malpighiales,Multiple,1,1,1,7,4,3,0,105.8,1,1219,0.1120198493,0.1,198,,,0.0490093879
Antonelli_et_al_2015_An_engine_for_global_plant_diversity_Highest_evol.txt,2015,MuSSE,27,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Neotropics,,Malphigales,Order,Malpighiales,Multiple,0,1,1,7,4,3,0,105.8,1,1219,0.1120198493,0.08,432,,,0.0359211039
Antonelli_et_al_2015_An_engine_for_global_plant_diversity_Highest_evol.txt,2015,MuSSE,28,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,African Tropics,,Malvales,Order,Malvales,Multiple,1,1,1,7,4,3,0,81,1,446,0.1014097317,0.06,50,,,0.1821931866
Antonelli_et_al_2015_An_engine_for_global_plant_diversity_Highest_evol.txt,2015,MuSSE,28,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Asian Tropics,,Malvales,Order,Malvales,Multiple,0,0,0,7,4,3,0,81,1,446,0.1014097317,0.09,68,,,0.0008320724
Antonelli_et_al_2015_An_engine_for_global_plant_diversity_Highest_evol.txt,2015,MuSSE,28,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Neotropics,,Malvales,Order,Malvales,Multiple,0,0,0,7,4,3,0,81,1,446,0.1014097317,0.05,80,,,-0.0011160996
Antonelli_et_al_2015_An_engine_for_global_plant_diversity_Highest_evol.txt,2015,MuSSE,29,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,African Tropics,,Myrtales,Order,Myrtales,Multiple,2,0,0,7,4,3,0,88.2,1,825,0.09776039815,0.07,53,,,0.1108728977
Antonelli_et_al_2015_An_engine_for_global_plant_diversity_Highest_evol.txt,2015,MuSSE,29,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Asian Tropics,,Myrtales,Order,Myrtales,Multiple,1,1,1,7,4,3,0,88.2,1,825,0.09776039815,0.09,135,,,0.0507763044
Antonelli_et_al_2015_An_engine_for_global_plant_diversity_Highest_evol.txt,2015,MuSSE,29,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Neotropics,,Myrtales,Order,Myrtales,Multiple,0,2,2,7,4,3,0,88.2,1,825,0.09776039815,0.05,206,,,0.009282918
Antonelli_et_al_2015_An_engine_for_global_plant_diversity_Highest_evol.txt,2015,MuSSE,30,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,African Tropics,,Poales,Order,Poales,Multiple,0,1,1,7,4,3,0,90.2,1,2190,0.1578719723,0.05,106,,,-1.520491551
Antonelli_et_al_2015_An_engine_for_global_plant_diversity_Highest_evol.txt,2015,MuSSE,30,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Asian Tropics,,Poales,Order,Poales,Multiple,2,0,0,7,4,3,0,90.2,1,2190,0.1578719723,0.06,128,,,1.672081299
Antonelli_et_al_2015_An_engine_for_global_plant_diversity_Highest_evol.txt,2015,MuSSE,30,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Neotropics,,Poales,Order,Poales,Multiple,1,0,0,7,4,3,0,90.2,1,2190,0.1578719723,0.05,268,,,-0.113752425
Antonelli_et_al_2015_An_engine_for_global_plant_diversity_Highest_evol.txt,2015,MuSSE,31,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,African Tropics,,Ranunculales,Order,Ranunculales,Multiple,1,1,1,7,4,3,0,133,1,468,0.1685878963,0.12,17,,,0.127625984
Antonelli_et_al_2015_An_engine_for_global_plant_diversity_Highest_evol.txt,2015,MuSSE,31,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Asian Tropics,,Ranunculales,Order,Ranunculales,Multiple,0,0,0,7,4,3,0,133,1,468,0.1685878963,0.05,17,,,-0.0432139409
Antonelli_et_al_2015_An_engine_for_global_plant_diversity_Highest_evol.txt,2015,MuSSE,31,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Neotropics,,Ranunculales,Order,Ranunculales,Multiple,0,2,2,7,4,3,0,133,1,468,0.1685878963,0.07,25,,,0.0207436194
Antonelli_et_al_2015_An_engine_for_global_plant_diversity_Highest_evol.txt,2015,MuSSE,32,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,African Tropics,,Rosales,Order,Rosales,Multiple,1,2,2,7,4,3,0,89.3,1,852,0.1332082552,0.1,45,,,0.0328883006
Antonelli_et_al_2015_An_engine_for_global_plant_diversity_Highest_evol.txt,2015,MuSSE,32,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Asian Tropics,,Rosales,Order,Rosales,Multiple,2,1,1,7,4,3,0,89.3,1,852,0.1332082552,0.08,105,,,0.0473251973
Antonelli_et_al_2015_An_engine_for_global_plant_diversity_Highest_evol.txt,2015,MuSSE,32,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Neotropics,,Rosales,Order,Rosales,Multiple,0,0,0,7,4,3,0,89.3,1,852,0.1332082552,0.09,123,,,0.0586681229
Antonelli_et_al_2015_An_engine_for_global_plant_diversity_Highest_evol.txt,2015,MuSSE,33,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,African Tropics,,Sapindales,Order,Sapindales,Multiple,1,0,0,7,4,3,0,73.8,1,667,0.133640553,0.08,78,,,0.0859881978
Antonelli_et_al_2015_An_engine_for_global_plant_diversity_Highest_evol.txt,2015,MuSSE,33,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Asian Tropics,,Sapindales,Order,Sapindales,Multiple,2,0,0,7,4,3,0,73.8,1,667,0.133640553,0.12,131,,,0.1324675027
Antonelli_et_al_2015_An_engine_for_global_plant_diversity_Highest_evol.txt,2015,MuSSE,33,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Neotropics,,Sapindales,Order,Sapindales,Multiple,0,1,1,7,4,3,0,73.8,1,667,0.133640553,0.1,184,,,0.0512778197
Antonelli_et_al_2015_An_engine_for_global_plant_diversity_Highest_evol.txt,2015,MuSSE,34,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,African Tropics,,Solanales,Order,Solanales,Multiple,2,1,1,7,4,3,0,66.2,1,512,0.1552456034,0.09,39,,,0.7359772537
Antonelli_et_al_2015_An_engine_for_global_plant_diversity_Highest_evol.txt,2015,MuSSE,34,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Asian Tropics,,Solanales,Order,Solanales,Multiple,1,2,2,7,4,3,0,66.2,1,512,0.1552456034,0.08,33,,,0.1909551044
Antonelli_et_al_2015_An_engine_for_global_plant_diversity_Highest_evol.txt,2015,MuSSE,34,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Neotropics,,Solanales,Order,Solanales,Multiple,0,0,0,7,4,3,0,66.2,1,512,0.1552456034,0.09,176,,,-0.247411827
Areces_Berazain_and_Ackerman_2017_Diversification_and_fruit_evolution_in_eumalvoids.txt,2017,MuSSE,1,Intrinsic,Reproduction,Post-mating,FruitMorpho,FruitType,FruitType,>5 carpellate fruits;Capsular,0,Malvoideae,Subfamily,Malvales,Malvaceae,1,0,0,4,3,1,0,84.18,1,283,0.1572222222,,,,,
Areces_Berazain_and_Ackerman_2017_Diversification_and_fruit_evolution_in_eumalvoids.txt,2017,MuSSE,1,Intrinsic,Reproduction,Post-mating,FruitMorpho,FruitType,FruitType,>5 carpellate fruits;Schizocarpic,0,Malvoideae,Subfamily,Malvales,Malvaceae,2,0,0,4,3,1,0,84.18,1,283,0.1572222222,,,,,
Areces_Berazain_and_Ackerman_2017_Diversification_and_fruit_evolution_in_eumalvoids.txt,2017,MuSSE,1,Intrinsic,Reproduction,Post-mating,FruitMorpho,FruitType,FruitType,One- to five-carpellate fruits;Capsular,1,Malvoideae,Subfamily,Malvales,Malvaceae,0,0,0,4,3,1,0,84.18,1,283,0.1572222222,,,,,
Areces_Berazain_and_Ackerman_2017_Diversification_and_fruit_evolution_in_eumalvoids.txt,2017,MuSSE,1,Intrinsic,Reproduction,Post-mating,FruitMorpho,FruitType,FruitType,One- to five-carpellate fruits;Schizocarpic,0,Malvoideae,Subfamily,Malvales,Malvaceae,1,0,0,4,3,1,0,84.18,1,283,0.1572222222,,,,,
Areces_Berazain_and_Ackerman_2017_Diversification_and_fruit_evolution_in_eumalvoids.txt,2017,BiSSE,2,Intrinsic,Reproduction,Post-mating,FruitMorpho,FruitType,FruitType,>5 carpellate fruits,0,Malvoideae,Subfamily,Malvales,Malvaceae,1,1,1,4,3,1,0,84.18,1,283,0.1572222222,,,One- to five-carpellate fruits TO >5 carpels,0.003,0.067
Areces_Berazain_and_Ackerman_2017_Diversification_and_fruit_evolution_in_eumalvoids.txt,2017,BiSSE,2,Intrinsic,Reproduction,Post-mating,FruitMorpho,FruitType,FruitType,One- to five-carpellate fruits,1,Malvoideae,Subfamily,Malvales,Malvaceae,0,0,0,4,3,1,0,84.18,1,283,0.1572222222,,,>5 carpels TO One- to five-carpellate fruits,0.003,0.06
Areces_Berazain_and_Ackerman_2017_Diversification_and_fruit_evolution_in_eumalvoids.txt,2017,BiSSE,3,Intrinsic,Reproduction,Post-mating,FruitMorpho,FruitType,FruitType,Capsular,1,Malvoideae,Subfamily,Malvales,Malvaceae,0,0,0,4,3,1,0,84.18,1,283,0.1572222222,,,Schizocarpic TO Capsular,0,0.053
Areces_Berazain_and_Ackerman_2017_Diversification_and_fruit_evolution_in_eumalvoids.txt,2017,BiSSE,3,Intrinsic,Reproduction,Post-mating,FruitMorpho,FruitType,FruitType,Schizocarpic,0,Malvoideae,Subfamily,Malvales,Malvaceae,1,1,1,4,3,1,0,84.18,1,283,0.1572222222,,,Capsular TO Schizocarpic,0.003,0.073
Armbruster_et_al_2009_Macroevolutionary_patterns_of_defense_and_pollinat.txt,2009,BiSSE,1,Interactions,Defense,Defense,Defense,Defense,Defense,No Stinging crystalliferous trichomes,,Dalechampia,Genus,Malpighiales,Euphorbiaceae,0,0,0,3,1,2,0,NA,0,81,0.675,,,,,
Armbruster_et_al_2009_Macroevolutionary_patterns_of_defense_and_pollinat.txt,2009,BiSSE,1,Interactions,Defense,Defense,Defense,Defense,Defense,Stinging crystalliferous trichomes,,Dalechampia,Genus,Malpighiales,Euphorbiaceae,0,0,0,3,1,2,0,NA,0,81,0.675,,,,,
Armbruster_et_al_2009_Macroevolutionary_patterns_of_defense_and_pollinat.txt,2009,BiSSE,2,Interactions,Defense,Defense,Defense,Defense,Defense,No Nocturnal closure of involucral bracts,,Dalechampia,Genus,Malpighiales,Euphorbiaceae,0,0,0,3,1,2,0,NA,0,81,0.675,,,,,
Armbruster_et_al_2009_Macroevolutionary_patterns_of_defense_and_pollinat.txt,2009,BiSSE,2,Interactions,Defense,Defense,Defense,Defense,Defense,Nocturnal closure of involucral bracts,,Dalechampia,Genus,Malpighiales,Euphorbiaceae,0,0,0,3,1,2,0,NA,0,81,0.675,,,,,
Armbruster_et_al_2009_Macroevolutionary_patterns_of_defense_and_pollinat.txt,2009,BiSSE,3,Interactions,Defense,Defense,Defense,Defense,Defense,Closed bracts in bud,,Dalechampia,Genus,Malpighiales,Euphorbiaceae,0,0,0,3,1,2,0,NA,0,81,0.675,,,,,
Armbruster_et_al_2009_Macroevolutionary_patterns_of_defense_and_pollinat.txt,2009,BiSSE,3,Interactions,Defense,Defense,Defense,Defense,Defense,No Closed bracts in bud,,Dalechampia,Genus,Malpighiales,Euphorbiaceae,0,0,0,3,1,2,0,NA,0,81,0.675,,,,,
Armbruster_et_al_2009_Macroevolutionary_patterns_of_defense_and_pollinat.txt,2009,BiSSE,4,Interactions,Defense,Defense,Defense,Defense,Defense,Closed bracts in fruit,,Dalechampia,Genus,Malpighiales,Euphorbiaceae,0,0,0,3,1,2,0,NA,0,81,0.675,,,,,
Armbruster_et_al_2009_Macroevolutionary_patterns_of_defense_and_pollinat.txt,2009,BiSSE,4,Interactions,Defense,Defense,Defense,Defense,Defense,No Closed bracts in fruit,,Dalechampia,Genus,Malpighiales,Euphorbiaceae,0,0,0,3,1,2,0,NA,0,81,0.675,,,,,
Armbruster_et_al_2009_Macroevolutionary_patterns_of_defense_and_pollinat.txt,2009,BiSSE,5,Interactions,Defense,Defense,Defense,Defense,Defense,No Resin secretion by pistillate sepals,,Dalechampia,Genus,Malpighiales,Euphorbiaceae,0,0,0,3,1,2,0,NA,0,81,0.675,,,,,
Armbruster_et_al_2009_Macroevolutionary_patterns_of_defense_and_pollinat.txt,2009,BiSSE,5,Interactions,Defense,Defense,Defense,Defense,Defense,Resin secretion by pistillate sepals,,Dalechampia,Genus,Malpighiales,Euphorbiaceae,0,0,0,3,1,2,0,NA,0,81,0.675,,,,,
Armbruster_et_al_2009_Macroevolutionary_patterns_of_defense_and_pollinat.txt,2009,BiSSE,6,Interactions,Defense,Defense,Defense,Defense,Defense,Detaching glochidial spines,,Dalechampia,Genus,Malpighiales,Euphorbiaceae,0,0,0,3,1,2,0,NA,0,81,0.675,,,,,
Armbruster_et_al_2009_Macroevolutionary_patterns_of_defense_and_pollinat.txt,2009,BiSSE,6,Interactions,Defense,Defense,Defense,Defense,Defense,No Detaching glochidial spines,,Dalechampia,Genus,Malpighiales,Euphorbiaceae,0,0,0,3,1,2,0,NA,0,81,0.675,,,,,
Armbruster_et_al_2009_Macroevolutionary_patterns_of_defense_and_pollinat.txt,2009,BiSSE,7,Interactions,Defense,Defense,Defense,Defense,Defense,"No Resin secretion by stipules, leaves and bracts",,Dalechampia,Genus,Malpighiales,Euphorbiaceae,0,0,0,3,1,2,0,NA,0,81,0.675,,,,,
Armbruster_et_al_2009_Macroevolutionary_patterns_of_defense_and_pollinat.txt,2009,BiSSE,7,Interactions,Defense,Defense,Defense,Defense,Defense,"Resin secretion by stipules, leaves and bracts",,Dalechampia,Genus,Malpighiales,Euphorbiaceae,0,0,0,3,1,2,0,NA,0,81,0.675,,,,,
Armbruster_et_al_2009_Macroevolutionary_patterns_of_defense_and_pollinat.txt,2009,BiSSE,8,Interactions,Pollination,Pollination,Pollination,Pollination,Pollination,No Showy involucral bracts,,Dalechampia,Genus,Malpighiales,Euphorbiaceae,0,0,0,3,1,2,0,NA,0,81,0.675,,,,,
Armbruster_et_al_2009_Macroevolutionary_patterns_of_defense_and_pollinat.txt,2009,BiSSE,8,Interactions,Pollination,Pollination,Pollination,Pollination,Pollination,Showy involucral bracts,,Dalechampia,Genus,Malpighiales,Euphorbiaceae,0,0,0,3,1,2,0,NA,0,81,0.675,,,,,
Armbruster_et_al_2009_Macroevolutionary_patterns_of_defense_and_pollinat.txt,2009,BiSSE,9,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,FlowerGeneral,Reward,No Resin reward,0,Dalechampia,Genus,Malpighiales,Euphorbiaceae,0,0,0,3,1,2,0,NA,0,81,0.675,,,,,
Armbruster_et_al_2009_Macroevolutionary_patterns_of_defense_and_pollinat.txt,2009,BiSSE,9,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,FlowerGeneral,Reward,Resin reward,1,Dalechampia,Genus,Malpighiales,Euphorbiaceae,0,0,0,3,1,2,0,NA,0,81,0.675,,,,,
Armbruster_et_al_2009_Macroevolutionary_patterns_of_defense_and_pollinat.txt,2009,BiSSE,10,Interactions,Defense,Defense,Defense,Defense,Defense,Diffusely deployed resiniferous bractlets,,Dalechampia,Genus,Malpighiales,Euphorbiaceae,0,0,0,3,1,2,0,NA,0,81,0.675,,,,,
Armbruster_et_al_2009_Macroevolutionary_patterns_of_defense_and_pollinat.txt,2009,BiSSE,10,Interactions,Defense,Defense,Defense,Defense,Defense,No Diffusely deployed resiniferous bractlets,,Dalechampia,Genus,Malpighiales,Euphorbiaceae,0,0,0,3,1,2,0,NA,0,81,0.675,,,,,
Azani_et_al_2019_Miocene_climate_change_as_a_driving_force_for_mult.txt,2019,BiSSE,1,Intrinsic,Vegetative,Growth,LifeSpan,LifeSpan,LifeSpan,Annual,0,Astragalus,Genus,Fabales,Fabaceae,0,0,0,3,2,1,0,14.16,1,210,0.06572127139,0.64,77,,,0.3511958
Azani_et_al_2019_Miocene_climate_change_as_a_driving_force_for_mult.txt,2019,BiSSE,1,Intrinsic,Vegetative,Growth,LifeSpan,LifeSpan,LifeSpan,Perennial,1,Astragalus,Genus,Fabales,Fabaceae,1,1,0,3,2,1,0,14.16,1,210,0.06572127139,0.04,123,,,1.351867
Bacon_et_al_2018_Iriarteeae_palms_tracked_the_uplift_of_Andean_Cord.txt,2018,ClaSSE,1,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Amazonia,1,Iriarteeae,Tribe,Arecales,Arecaceae,0,0,0,11,5,6,0,43,1,29,0.94,,8,,,1.07
Bacon_et_al_2018_Iriarteeae_palms_tracked_the_uplift_of_Andean_Cord.txt,2018,ClaSSE,1,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Andes,0,Iriarteeae,Tribe,Arecales,Arecaceae,0,1,1,11,5,6,0,43,1,29,0.94,,21,,,1.2
Bacon_et_al_2018_Iriarteeae_palms_tracked_the_uplift_of_Andean_Cord.txt,2018,ClaSSE,1,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Choco,0,Iriarteeae,Tribe,Arecales,Arecaceae,0,0,0,11,5,6,0,43,1,29,0.94,,7,,,0.81
Bardon_et_al_2013_Origin_and_evolution_of_Chrysobalanaceae_Insights.txt,2013,BiSSE,1,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Neotropics,0,Chrysobalanaceae,Family,Malpighiales,Chrysobalanaceae,0,1,1,7,6,1,0,86,1,76,0.143126177,0.1300236407,55,Paleotropics TO Neotropics,0.015,0.075
Bardon_et_al_2013_Origin_and_evolution_of_Chrysobalanaceae_Insights.txt,2013,BiSSE,1,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Paleotropics,1,Chrysobalanaceae,Family,Malpighiales,Chrysobalanaceae,0,0,0,7,6,1,0,86,1,76,0.143126177,0.1944444444,21,Neotropics TO Paleotropics,0.005,0.055
Beaulieu_and_Donoghue_2013_Fruit_evolution_and_diversification_in_campanulid.txt,2013,BiSSE,1,Intrinsic,Reproduction,Post-mating,FruitMorpho,FruitType,FruitType,Achene,0,Campanulidae,CAO,Multiple,Multiple,1,1,1,12,11,1,0,104,1,8911,0.2546,0.331,,Non-achene TO achene,0.002,0.111
Beaulieu_and_Donoghue_2013_Fruit_evolution_and_diversification_in_campanulid.txt,2013,BiSSE,1,Intrinsic,Reproduction,Post-mating,FruitMorpho,FruitType,FruitType,Non-Achene,1,Campanulidae,CAO,Multiple,Multiple,0,0,0,12,11,1,0,104,1,8911,0.2546,0.544,,Achene TO Non-achene,0.0001,0.043
Beaulieu_and_Donoghue_2013_Fruit_evolution_and_diversification_in_campanulid.txt,2013,BiSSE,2,Intrinsic,Reproduction,Post-mating,FruitMorpho,FruitType,FruitType,Achene,0,Asterales,Order,Asterales,Multiple,1,1,1,12,11,1,0,,1,,,0.331,,Non-achene TO achene,0.0018,0.1231
Beaulieu_and_Donoghue_2013_Fruit_evolution_and_diversification_in_campanulid.txt,2013,BiSSE,2,Intrinsic,Reproduction,Post-mating,FruitMorpho,FruitType,FruitType,Non-Achene,1,Asterales,Order,Asterales,Multiple,0,0,0,12,11,1,0,,1,,,0.544,,Achene TO Non-achene,0.0001,0.0394
Beaulieu_and_Donoghue_2013_Fruit_evolution_and_diversification_in_campanulid.txt,2013,BiSSE,3,Intrinsic,Reproduction,Post-mating,FruitMorpho,FruitType,FruitType,Achene,0,Dipsacales,Order,Dipsacales,Multiple,0,0,0,12,11,1,0,,1,,,0.331,,Non-achene TO achene,0.0023,0.092
Beaulieu_and_Donoghue_2013_Fruit_evolution_and_diversification_in_campanulid.txt,2013,BiSSE,3,Intrinsic,Reproduction,Post-mating,FruitMorpho,FruitType,FruitType,Non-Achene,1,Dipsacales,Order,Dipsacales,Multiple,0,0,0,12,11,1,0,,1,,,0.544,,Achene TO Non-achene,0.0001,0.0604
Beaulieu_and_Donoghue_2013_Fruit_evolution_and_diversification_in_campanulid.txt,2013,BiSSE,4,Intrinsic,Reproduction,Post-mating,FruitMorpho,FruitType,FruitType,Achene,0,Apiales,Order,Apiales,Multiple,0,0,0,12,11,1,0,,1,,,0.331,,Non-achene TO achene,0.0907,0.0014
Beaulieu_and_Donoghue_2013_Fruit_evolution_and_diversification_in_campanulid.txt,2013,BiSSE,4,Intrinsic,Reproduction,Post-mating,FruitMorpho,FruitType,FruitType,Non-Achene,1,Apiales,Order,Apiales,Multiple,0,0,0,12,11,1,0,,1,,,0.544,,Achene TO Non-achene,0.0869,0.0002
Beaulieu_and_OMeara_2016_Detecting_hidden_diversification_shifts_in_models.txt,2016,HiSSE,1,Intrinsic,Reproduction,Post-mating,FruitMorpho,FruitType,FruitType,Achene,0,Dipsidae,CAO,Multiple,Multiple,1,0,0,12,11,1,0,87.3,1,417,0.3616652212,,203,,,0.129
Beaulieu_and_OMeara_2016_Detecting_hidden_diversification_shifts_in_models.txt,2016,HiSSE,1,Intrinsic,Reproduction,Post-mating,FruitMorpho,FruitType,FruitType,Non-Achene,1,Dipsidae,CAO,Multiple,Multiple,0,0,0,12,11,1,0,87.3,1,417,0.3616652212,,214,,,0.1085
Blanco_Pastor_and_Vargas_2013_Autecological_traits_determined_two_evolutionary_s.txt,2013,BiSSE,1,Intrinsic,Vegetative,Growth,LifeSpan,LifeSpan,LifeSpan,Annual,,Linaria,Genus,Lamiales,Plantaginaceae,0,0,0,5,3,2,0,1.15,1,37,0.8409090909,,14,Perennial TO Annual,0,2.01
Blanco_Pastor_and_Vargas_2013_Autecological_traits_determined_two_evolutionary_s.txt,2013,BiSSE,1,Intrinsic,Vegetative,Growth,LifeSpan,LifeSpan,LifeSpan,Perennial,,Linaria,Genus,Lamiales,Plantaginaceae,0,0,0,5,3,2,0,1.15,1,37,0.8409090909,,15,Annual TO Perennial,0.267,4.7
Blanco_Pastor_and_Vargas_2013_Autecological_traits_determined_two_evolutionary_s.txt,2013,BiSSE,2,Intrinsic,Reproduction,Post-mating,SeedMorpho,SeedMorpho,SeedMorpho,Large winged seeds,,Linaria,Genus,Lamiales,Plantaginaceae,0,0,0,5,3,2,0,1.15,1,37,0.8409090909,,29,Small wingless TO Large winged,0.925,3.755
Blanco_Pastor_and_Vargas_2013_Autecological_traits_determined_two_evolutionary_s.txt,2013,BiSSE,2,Intrinsic,Reproduction,Post-mating,SeedMorpho,SeedMorpho,SeedMorpho,Small wingless seeds,,Linaria,Genus,Lamiales,Plantaginaceae,0,0,0,5,3,2,0,1.15,1,37,0.8409090909,,2,Large winged TO Small wingless,0,0
